danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,clusters_id
0.74,0.669,7,-8.481,1,0.0288,0.472,1.37e-05,0.721,0.762,118.02,audio_features,7zyDhhUz0jiWKaYl0Tu1ql,spotify:track:7zyDhhUz0jiWKaYl0Tu1ql,https://api.spotify.com/v1/tracks/7zyDhhUz0jiWKaYl0Tu1ql,https://api.spotify.com/v1/audio-analysis/7zyDhhUz0jiWKaYl0Tu1ql,285738,4,9
0.0994,0.0512,9,-24.805,0,0.0486,0.964,0.0195,0.0835,0.0362,74.161,audio_features,269XMhIP1Gi6Yn5iqZk7bE,spotify:track:269XMhIP1Gi6Yn5iqZk7bE,https://api.spotify.com/v1/tracks/269XMhIP1Gi6Yn5iqZk7bE,https://api.spotify.com/v1/audio-analysis/269XMhIP1Gi6Yn5iqZk7bE,296000,3,5
0.667,0.757,9,-11.553,1,0.0405,0.0128,2.14e-05,0.0509,0.912,122.292,audio_features,3k9dGCm2R2Y70e87aMHYC3,spotify:track:3k9dGCm2R2Y70e87aMHYC3,https://api.spotify.com/v1/tracks/3k9dGCm2R2Y70e87aMHYC3,https://api.spotify.com/v1/audio-analysis/3k9dGCm2R2Y70e87aMHYC3,255267,4,6
0.661,0.765,4,-5.273,0,0.0265,0.228,9.9e-06,0.123,0.349,113.004,audio_features,4XxZzPulGu4gqNvz9t0FMp,spotify:track:4XxZzPulGu4gqNvz9t0FMp,https://api.spotify.com/v1/tracks/4XxZzPulGu4gqNvz9t0FMp,https://api.spotify.com/v1/audio-analysis/4XxZzPulGu4gqNvz9t0FMp,240507,4,2
0.339,0.657,2,-12.077,1,0.212,0.875,0.0172,0.479,0.396,75.066,audio_features,6pEJjpvtvgAHHavnm18dLb,spotify:track:6pEJjpvtvgAHHavnm18dLb,https://api.spotify.com/v1/tracks/6pEJjpvtvgAHHavnm18dLb,https://api.spotify.com/v1/audio-analysis/6pEJjpvtvgAHHavnm18dLb,63659,1,3
0.495,0.594,2,-7.03,1,0.0535,0.283,0.0161,0.143,0.495,125.342,audio_features,0vNnznIqfYfFb7uQ1mxdKY,spotify:track:0vNnznIqfYfFb7uQ1mxdKY,https://api.spotify.com/v1/tracks/0vNnznIqfYfFb7uQ1mxdKY,https://api.spotify.com/v1/audio-analysis/0vNnznIqfYfFb7uQ1mxdKY,220545,4,6
0.625,0.574,11,-9.114,0,0.04,0.503,0.0,0.198,0.512,131.846,audio_features,1NR46U07ZPc7bik2h7r0Xc,spotify:track:1NR46U07ZPc7bik2h7r0Xc,https://api.spotify.com/v1/tracks/1NR46U07ZPc7bik2h7r0Xc,https://api.spotify.com/v1/audio-analysis/1NR46U07ZPc7bik2h7r0Xc,238655,3,2
0.551,0.492,5,-10.004,1,0.41,0.482,0.0,0.165,0.68,169.387,audio_features,2uSbweEwH0g3JwFmXPO6xV,spotify:track:2uSbweEwH0g3JwFmXPO6xV,https://api.spotify.com/v1/tracks/2uSbweEwH0g3JwFmXPO6xV,https://api.spotify.com/v1/audio-analysis/2uSbweEwH0g3JwFmXPO6xV,271680,3,4
0.587,0.949,7,-4.713,1,0.053,0.0369,0.376,0.0763,0.533,110.029,audio_features,7MsZFZFuJffsA4QZkfq77Z,spotify:track:7MsZFZFuJffsA4QZkfq77Z,https://api.spotify.com/v1/tracks/7MsZFZFuJffsA4QZkfq77Z,https://api.spotify.com/v1/audio-analysis/7MsZFZFuJffsA4QZkfq77Z,467813,4,6
0.68,0.462,4,-10.327,0,0.0366,0.538,9.57e-06,0.187,0.448,123.933,audio_features,6qSQQGHy97VEk7pyQ6qtsE,spotify:track:6qSQQGHy97VEk7pyQ6qtsE,https://api.spotify.com/v1/tracks/6qSQQGHy97VEk7pyQ6qtsE,https://api.spotify.com/v1/audio-analysis/6qSQQGHy97VEk7pyQ6qtsE,330413,4,2
0.348,0.194,11,-16.429,0,0.0437,0.938,0.934,0.131,0.101,76.568,audio_features,5S10I8WhtpaT3uS7AaPYZG,spotify:track:5S10I8WhtpaT3uS7AaPYZG,https://api.spotify.com/v1/tracks/5S10I8WhtpaT3uS7AaPYZG,https://api.spotify.com/v1/audio-analysis/5S10I8WhtpaT3uS7AaPYZG,196027,4,5
0.549,0.707,7,-9.183,1,0.0273,0.0884,0.00013,0.577,0.777,129.963,audio_features,0wUFXsXHZc2h6wKRcmJNWF,spotify:track:0wUFXsXHZc2h6wKRcmJNWF,https://api.spotify.com/v1/tracks/0wUFXsXHZc2h6wKRcmJNWF,https://api.spotify.com/v1/audio-analysis/0wUFXsXHZc2h6wKRcmJNWF,198707,4,9
0.568,0.898,8,-8.833,0,0.0862,0.0285,0.0787,0.484,0.833,110.824,audio_features,0hnlRgTh80b1emNnM0jmwt,spotify:track:0hnlRgTh80b1emNnM0jmwt,https://api.spotify.com/v1/tracks/0hnlRgTh80b1emNnM0jmwt,https://api.spotify.com/v1/audio-analysis/0hnlRgTh80b1emNnM0jmwt,301520,4,2
0.286,0.794,2,-6.868,1,0.0333,0.0091,0.00212,0.508,0.44,144.278,audio_features,6YUqQc5apWHoUgfrInu2tq,spotify:track:6YUqQc5apWHoUgfrInu2tq,https://api.spotify.com/v1/tracks/6YUqQc5apWHoUgfrInu2tq,https://api.spotify.com/v1/audio-analysis/6YUqQc5apWHoUgfrInu2tq,250133,4,0
0.287,0.363,11,-16.604,0,0.0412,0.981,0.91,0.052,0.189,83.544,audio_features,4cPtYF4LOnl5ssK6ser5eZ,spotify:track:4cPtYF4LOnl5ssK6ser5eZ,https://api.spotify.com/v1/tracks/4cPtYF4LOnl5ssK6ser5eZ,https://api.spotify.com/v1/audio-analysis/4cPtYF4LOnl5ssK6ser5eZ,133267,4,5
0.764,0.48,0,-13.63,1,0.0819,0.416,0.316,0.107,0.705,110.175,audio_features,5XTdMVT5i5qcfyTXWxhxVZ,spotify:track:5XTdMVT5i5qcfyTXWxhxVZ,https://api.spotify.com/v1/tracks/5XTdMVT5i5qcfyTXWxhxVZ,https://api.spotify.com/v1/audio-analysis/5XTdMVT5i5qcfyTXWxhxVZ,170667,4,6
0.559,0.954,7,-4.413,1,0.0642,0.134,0.000138,0.0983,0.474,120.666,audio_features,4Ed3IZB4vD4hFCUp8L3j78,spotify:track:4Ed3IZB4vD4hFCUp8L3j78,https://api.spotify.com/v1/tracks/4Ed3IZB4vD4hFCUp8L3j78,https://api.spotify.com/v1/audio-analysis/4Ed3IZB4vD4hFCUp8L3j78,196653,4,6
0.0686,0.186,1,-17.679,0,0.0346,0.943,0.889,0.108,0.0363,75.481,audio_features,18CctEeOpjEDIAvWM5S7RE,spotify:track:18CctEeOpjEDIAvWM5S7RE,https://api.spotify.com/v1/tracks/18CctEeOpjEDIAvWM5S7RE,https://api.spotify.com/v1/audio-analysis/18CctEeOpjEDIAvWM5S7RE,244842,3,5
0.34,0.497,8,-11.643,1,0.0373,0.659,0.285,0.154,0.649,91.028,audio_features,0tDZmvFqmxyQ9i2ygSSana,spotify:track:0tDZmvFqmxyQ9i2ygSSana,https://api.spotify.com/v1/tracks/0tDZmvFqmxyQ9i2ygSSana,https://api.spotify.com/v1/audio-analysis/0tDZmvFqmxyQ9i2ygSSana,203840,4,7
0.178,0.71,7,-5.802,1,0.0392,2.98e-06,0.945,0.205,0.304,119.266,audio_features,5r4qJlanw6v5p47X8HiErs,spotify:track:5r4qJlanw6v5p47X8HiErs,https://api.spotify.com/v1/tracks/5r4qJlanw6v5p47X8HiErs,https://api.spotify.com/v1/audio-analysis/5r4qJlanw6v5p47X8HiErs,405227,4,1
0.674,0.205,2,-14.173,1,0.0399,0.896,0.0272,0.114,0.355,95.984,audio_features,5DSi7heBC8eTIFROBvttnp,spotify:track:5DSi7heBC8eTIFROBvttnp,https://api.spotify.com/v1/tracks/5DSi7heBC8eTIFROBvttnp,https://api.spotify.com/v1/audio-analysis/5DSi7heBC8eTIFROBvttnp,247148,4,7
0.498,0.404,7,-13.637,1,0.063,0.783,0.911,0.299,0.0581,133.445,audio_features,6iwaR3G4UxWQ4cso8A3HSd,spotify:track:6iwaR3G4UxWQ4cso8A3HSd,https://api.spotify.com/v1/tracks/6iwaR3G4UxWQ4cso8A3HSd,https://api.spotify.com/v1/audio-analysis/6iwaR3G4UxWQ4cso8A3HSd,799899,4,5
0.704,0.534,8,-7.028,1,0.276,0.0243,0.0,0.0824,0.189,104.99,audio_features,5WPXnJulBVflChZ8qIe91d,spotify:track:5WPXnJulBVflChZ8qIe91d,https://api.spotify.com/v1/tracks/5WPXnJulBVflChZ8qIe91d,https://api.spotify.com/v1/audio-analysis/5WPXnJulBVflChZ8qIe91d,245947,5,4
0.196,0.59,9,-7.082,1,0.0336,0.132,0.836,0.107,0.365,139.607,audio_features,5Akd6LL2S89oZv15VBRMyM,spotify:track:5Akd6LL2S89oZv15VBRMyM,https://api.spotify.com/v1/tracks/5Akd6LL2S89oZv15VBRMyM,https://api.spotify.com/v1/audio-analysis/5Akd6LL2S89oZv15VBRMyM,259707,4,1
0.498,0.348,6,-12.271,1,0.0663,0.906,0.743,0.115,0.233,152.079,audio_features,1qpAcaWiyoR9Dy0u5s8tgR,spotify:track:1qpAcaWiyoR9Dy0u5s8tgR,https://api.spotify.com/v1/tracks/1qpAcaWiyoR9Dy0u5s8tgR,https://api.spotify.com/v1/audio-analysis/1qpAcaWiyoR9Dy0u5s8tgR,315814,4,7
0.329,0.925,8,-5.651,0,0.0892,0.0019,0.199,0.0763,0.436,125.07,audio_features,3l06WYWfKXakNZMriRmJSa,spotify:track:3l06WYWfKXakNZMriRmJSa,https://api.spotify.com/v1/tracks/3l06WYWfKXakNZMriRmJSa,https://api.spotify.com/v1/audio-analysis/3l06WYWfKXakNZMriRmJSa,231587,4,2
0.246,0.103,9,-27.18,1,0.0458,0.876,0.941,0.0819,0.0386,132.573,audio_features,0lD9X7rCCtgYzdduGOjqkN,spotify:track:0lD9X7rCCtgYzdduGOjqkN,https://api.spotify.com/v1/tracks/0lD9X7rCCtgYzdduGOjqkN,https://api.spotify.com/v1/audio-analysis/0lD9X7rCCtgYzdduGOjqkN,115000,4,5
0.761,0.674,1,-5.839,1,0.0576,0.103,0.019,0.238,0.441,95.035,audio_features,4EcwMZC5srOdOVUTIkQWkW,spotify:track:4EcwMZC5srOdOVUTIkQWkW,https://api.spotify.com/v1/tracks/4EcwMZC5srOdOVUTIkQWkW,https://api.spotify.com/v1/audio-analysis/4EcwMZC5srOdOVUTIkQWkW,263173,4,6
0.291,0.862,7,-5.07,1,0.0499,1.14e-05,0.0369,0.3,0.358,172.58,audio_features,3uKhgPoTCPduR0uY0DhZJC,spotify:track:3uKhgPoTCPduR0uY0DhZJC,https://api.spotify.com/v1/tracks/3uKhgPoTCPduR0uY0DhZJC,https://api.spotify.com/v1/audio-analysis/3uKhgPoTCPduR0uY0DhZJC,216733,4,0
0.504,0.763,11,-14.451,1,0.0775,0.0596,0.434,0.133,0.93,172.782,audio_features,3OmBCUvK7ihmFOYFyjodKF,spotify:track:3OmBCUvK7ihmFOYFyjodKF,https://api.spotify.com/v1/tracks/3OmBCUvK7ihmFOYFyjodKF,https://api.spotify.com/v1/audio-analysis/3OmBCUvK7ihmFOYFyjodKF,208133,4,6
0.625,0.323,0,-10.559,1,0.0344,0.849,0.00196,0.135,0.542,137.722,audio_features,0t1TcbScCZMfkRoI76PR72,spotify:track:0t1TcbScCZMfkRoI76PR72,https://api.spotify.com/v1/tracks/0t1TcbScCZMfkRoI76PR72,https://api.spotify.com/v1/audio-analysis/0t1TcbScCZMfkRoI76PR72,229065,4,7
0.394,0.583,5,-6.176,1,0.035,0.00915,0.0033,0.0672,0.43,150.633,audio_features,2QJeOXxztCgoGePxfpa8nr,spotify:track:2QJeOXxztCgoGePxfpa8nr,https://api.spotify.com/v1/tracks/2QJeOXxztCgoGePxfpa8nr,https://api.spotify.com/v1/audio-analysis/2QJeOXxztCgoGePxfpa8nr,177800,4,0
0.343,0.0213,7,-28.714,0,0.0386,0.829,0.684,0.121,0.54,111.372,audio_features,0wjptUxT1jhKZ3Xm4lX8OF,spotify:track:0wjptUxT1jhKZ3Xm4lX8OF,https://api.spotify.com/v1/tracks/0wjptUxT1jhKZ3Xm4lX8OF,https://api.spotify.com/v1/audio-analysis/0wjptUxT1jhKZ3Xm4lX8OF,301648,3,5
0.238,0.858,7,-6.784,1,0.0693,0.00021,0.555,0.0704,0.237,82.633,audio_features,2VXWDDdEEhZkq2Gfg1tYhK,spotify:track:2VXWDDdEEhZkq2Gfg1tYhK,https://api.spotify.com/v1/tracks/2VXWDDdEEhZkq2Gfg1tYhK,https://api.spotify.com/v1/audio-analysis/2VXWDDdEEhZkq2Gfg1tYhK,364040,4,1
0.614,0.607,3,-7.837,0,0.0346,0.657,0.00124,0.336,0.873,159.763,audio_features,2FUHFEMdXa930HlZVooFPn,spotify:track:2FUHFEMdXa930HlZVooFPn,https://api.spotify.com/v1/tracks/2FUHFEMdXa930HlZVooFPn,https://api.spotify.com/v1/audio-analysis/2FUHFEMdXa930HlZVooFPn,74334,3,2
0.748,0.84,6,-7.701,1,0.0421,0.00348,0.00647,0.44,0.304,115.997,audio_features,7j5TIXPi0cCbSSqItmbyZy,spotify:track:7j5TIXPi0cCbSSqItmbyZy,https://api.spotify.com/v1/tracks/7j5TIXPi0cCbSSqItmbyZy,https://api.spotify.com/v1/audio-analysis/7j5TIXPi0cCbSSqItmbyZy,317080,4,6
0.546,0.254,7,-10.585,1,0.042,0.951,0.000591,0.247,0.172,76.581,audio_features,3oK73DpcclardEvtM9bIpd,spotify:track:3oK73DpcclardEvtM9bIpd,https://api.spotify.com/v1/tracks/3oK73DpcclardEvtM9bIpd,https://api.spotify.com/v1/audio-analysis/3oK73DpcclardEvtM9bIpd,220227,3,7
0.428,0.684,0,-10.044,1,0.0475,1.16e-05,0.000156,0.0744,0.419,141.336,audio_features,3BtHClmMmURD8UHF2fiyxt,spotify:track:3BtHClmMmURD8UHF2fiyxt,https://api.spotify.com/v1/tracks/3BtHClmMmURD8UHF2fiyxt,https://api.spotify.com/v1/audio-analysis/3BtHClmMmURD8UHF2fiyxt,136493,4,0
0.414,0.572,10,-7.582,1,0.0265,0.218,0.00011,0.152,0.304,78.769,audio_features,2UiUIVlKxqT1IkwnSvBt14,spotify:track:2UiUIVlKxqT1IkwnSvBt14,https://api.spotify.com/v1/tracks/2UiUIVlKxqT1IkwnSvBt14,https://api.spotify.com/v1/audio-analysis/2UiUIVlKxqT1IkwnSvBt14,325173,4,0
0.543,0.46,3,-6.724,1,0.0302,0.577,0.0,0.0563,0.387,96.802,audio_features,0oB0VNUXpozRnjqmOs5r6S,spotify:track:0oB0VNUXpozRnjqmOs5r6S,https://api.spotify.com/v1/tracks/0oB0VNUXpozRnjqmOs5r6S,https://api.spotify.com/v1/audio-analysis/0oB0VNUXpozRnjqmOs5r6S,173173,4,7
0.372,0.915,8,-4.3,1,0.0522,0.0121,0.0916,0.104,0.304,120.056,audio_features,7tkjx357lR2jrwO41UaAru,spotify:track:7tkjx357lR2jrwO41UaAru,https://api.spotify.com/v1/tracks/7tkjx357lR2jrwO41UaAru,https://api.spotify.com/v1/audio-analysis/7tkjx357lR2jrwO41UaAru,520107,4,0
0.417,0.951,0,-2.905,1,0.0795,0.0884,0.0,0.208,0.321,131.943,audio_features,5LQg9jYYBojDZumUAqJkkQ,spotify:track:5LQg9jYYBojDZumUAqJkkQ,https://api.spotify.com/v1/tracks/5LQg9jYYBojDZumUAqJkkQ,https://api.spotify.com/v1/audio-analysis/5LQg9jYYBojDZumUAqJkkQ,260187,4,0
0.574,0.217,5,-20.734,1,0.0376,0.95,0.948,0.178,0.755,100.015,audio_features,2OEjTpowVi4t6wJ5JxOPmY,spotify:track:2OEjTpowVi4t6wJ5JxOPmY,https://api.spotify.com/v1/tracks/2OEjTpowVi4t6wJ5JxOPmY,https://api.spotify.com/v1/audio-analysis/2OEjTpowVi4t6wJ5JxOPmY,72568,4,5
0.544,0.338,4,-14.92,0,0.0917,0.607,0.0,0.0835,0.156,122.055,audio_features,5WUQy45xPvimOcviu7sBw7,spotify:track:5WUQy45xPvimOcviu7sBw7,https://api.spotify.com/v1/tracks/5WUQy45xPvimOcviu7sBw7,https://api.spotify.com/v1/audio-analysis/5WUQy45xPvimOcviu7sBw7,242442,4,7
0.438,0.925,11,-6.704,0,0.0634,0.67,0.753,0.138,0.838,108.156,audio_features,31zPRpKZa9dudESYFPvNlG,spotify:track:31zPRpKZa9dudESYFPvNlG,https://api.spotify.com/v1/tracks/31zPRpKZa9dudESYFPvNlG,https://api.spotify.com/v1/audio-analysis/31zPRpKZa9dudESYFPvNlG,324573,4,2
0.715,0.939,8,-7.326,1,0.0604,0.00307,0.816,0.108,0.643,122.996,audio_features,1QHYY9wu4zrP0IXGh9iWxd,spotify:track:1QHYY9wu4zrP0IXGh9iWxd,https://api.spotify.com/v1/tracks/1QHYY9wu4zrP0IXGh9iWxd,https://api.spotify.com/v1/audio-analysis/1QHYY9wu4zrP0IXGh9iWxd,437073,4,6
0.714,0.732,1,-5.914,1,0.141,0.0787,0.0,0.0966,0.72,91.006,audio_features,5rB5Gsc6wkxTE5XvUFEN9h,spotify:track:5rB5Gsc6wkxTE5XvUFEN9h,https://api.spotify.com/v1/tracks/5rB5Gsc6wkxTE5XvUFEN9h,https://api.spotify.com/v1/audio-analysis/5rB5Gsc6wkxTE5XvUFEN9h,244956,4,6
0.549,0.581,5,-13.246,1,0.0351,0.312,0.868,0.107,0.93,138.719,audio_features,1bY2ikYj9EZs4TZSBCisSj,spotify:track:1bY2ikYj9EZs4TZSBCisSj,https://api.spotify.com/v1/tracks/1bY2ikYj9EZs4TZSBCisSj,https://api.spotify.com/v1/audio-analysis/1bY2ikYj9EZs4TZSBCisSj,242000,1,3
0.546,0.859,1,-5.966,1,0.0306,0.00223,0.000947,0.0529,0.645,99.965,audio_features,2drEUEg0TYQR6dDEHkpuPE,spotify:track:2drEUEg0TYQR6dDEHkpuPE,https://api.spotify.com/v1/tracks/2drEUEg0TYQR6dDEHkpuPE,https://api.spotify.com/v1/audio-analysis/2drEUEg0TYQR6dDEHkpuPE,292267,4,6
0.443,0.452,11,-6.296,1,0.028,0.03,0.000132,0.0844,0.147,142.123,audio_features,6RpIFxTwkNIVuO5pV9ui9G,spotify:track:6RpIFxTwkNIVuO5pV9ui9G,https://api.spotify.com/v1/tracks/6RpIFxTwkNIVuO5pV9ui9G,https://api.spotify.com/v1/audio-analysis/6RpIFxTwkNIVuO5pV9ui9G,301493,3,0
0.608,0.502,8,-7.561,1,0.0243,0.42,0.0,0.129,0.528,94.993,audio_features,3HmSXzxE7bHO2xjThDQxI1,spotify:track:3HmSXzxE7bHO2xjThDQxI1,https://api.spotify.com/v1/tracks/3HmSXzxE7bHO2xjThDQxI1,https://api.spotify.com/v1/audio-analysis/3HmSXzxE7bHO2xjThDQxI1,249133,4,6
0.61,0.286,10,-9.519,0,0.0412,0.763,3.25e-06,0.0802,0.682,142.713,audio_features,0naFsR8jsJ0J6HWwyEp6RP,spotify:track:0naFsR8jsJ0J6HWwyEp6RP,https://api.spotify.com/v1/tracks/0naFsR8jsJ0J6HWwyEp6RP,https://api.spotify.com/v1/audio-analysis/0naFsR8jsJ0J6HWwyEp6RP,224160,4,2
0.394,0.0532,4,-23.489,1,0.0391,0.973,0.692,0.0851,0.257,75.834,audio_features,7C67CnEY0vSdjaUbXRNQvA,spotify:track:7C67CnEY0vSdjaUbXRNQvA,https://api.spotify.com/v1/tracks/7C67CnEY0vSdjaUbXRNQvA,https://api.spotify.com/v1/audio-analysis/7C67CnEY0vSdjaUbXRNQvA,333173,4,5
0.786,0.621,7,-9.805,0,0.0282,0.576,0.000403,0.123,0.54,111.459,audio_features,2MXqrO1RBfek6RoijghYYp,spotify:track:2MXqrO1RBfek6RoijghYYp,https://api.spotify.com/v1/tracks/2MXqrO1RBfek6RoijghYYp,https://api.spotify.com/v1/audio-analysis/2MXqrO1RBfek6RoijghYYp,164360,4,2
0.731,0.794,11,-6.425,0,0.0337,0.0277,0.336,0.343,0.68,95.982,audio_features,79gk56MP7EDalfffTr0781,spotify:track:79gk56MP7EDalfffTr0781,https://api.spotify.com/v1/tracks/79gk56MP7EDalfffTr0781,https://api.spotify.com/v1/audio-analysis/79gk56MP7EDalfffTr0781,207972,4,2
0.543,0.76,9,-7.607,1,0.0391,0.0375,0.0,0.219,0.797,169.88,audio_features,217zJqDYTkschIQzySjwkV,spotify:track:217zJqDYTkschIQzySjwkV,https://api.spotify.com/v1/tracks/217zJqDYTkschIQzySjwkV,https://api.spotify.com/v1/audio-analysis/217zJqDYTkschIQzySjwkV,126027,4,6
0.515,0.47,11,-12.786,0,0.0282,0.217,0.785,0.101,0.289,110.011,audio_features,0k4FA3vpFALuvO3GUH69M4,spotify:track:0k4FA3vpFALuvO3GUH69M4,https://api.spotify.com/v1/tracks/0k4FA3vpFALuvO3GUH69M4,https://api.spotify.com/v1/audio-analysis/0k4FA3vpFALuvO3GUH69M4,415573,4,1
0.51,0.479,4,-12.218,1,0.161,0.845,1.76e-05,0.0985,0.631,171.317,audio_features,6s6tUX0T8xBYsvCUxlBlbc,spotify:track:6s6tUX0T8xBYsvCUxlBlbc,https://api.spotify.com/v1/tracks/6s6tUX0T8xBYsvCUxlBlbc,https://api.spotify.com/v1/audio-analysis/6s6tUX0T8xBYsvCUxlBlbc,146067,3,7
0.69,0.535,7,-11.299,1,0.0599,0.663,0.528,0.146,0.446,98.817,audio_features,19HMNqtLGa5vbmp8LnCyWe,spotify:track:19HMNqtLGa5vbmp8LnCyWe,https://api.spotify.com/v1/tracks/19HMNqtLGa5vbmp8LnCyWe,https://api.spotify.com/v1/audio-analysis/19HMNqtLGa5vbmp8LnCyWe,287160,4,7
0.517,0.867,4,-6.791,0,0.0374,0.279,0.818,0.117,0.677,96.033,audio_features,0Zygvb99LDUaGKR314BRwA,spotify:track:0Zygvb99LDUaGKR314BRwA,https://api.spotify.com/v1/tracks/0Zygvb99LDUaGKR314BRwA,https://api.spotify.com/v1/audio-analysis/0Zygvb99LDUaGKR314BRwA,436293,4,2
0.263,0.29,5,-10.955,0,0.0354,0.478,0.919,0.0855,0.197,54.056,audio_features,0dRMg1eN5oPI2MW355emQv,spotify:track:0dRMg1eN5oPI2MW355emQv,https://api.spotify.com/v1/tracks/0dRMg1eN5oPI2MW355emQv,https://api.spotify.com/v1/audio-analysis/0dRMg1eN5oPI2MW355emQv,404600,4,5
0.361,0.0437,2,-17.256,0,0.0404,0.9,0.111,0.0901,0.224,175.137,audio_features,3R3fcrKaeBr3U6s9R2belr,spotify:track:3R3fcrKaeBr3U6s9R2belr,https://api.spotify.com/v1/tracks/3R3fcrKaeBr3U6s9R2belr,https://api.spotify.com/v1/audio-analysis/3R3fcrKaeBr3U6s9R2belr,566067,3,7
0.455,0.836,9,-7.719,1,0.0284,0.000806,0.0866,0.0994,0.728,90.335,audio_features,53FPm98nq43lOlzJXpSHRc,spotify:track:53FPm98nq43lOlzJXpSHRc,https://api.spotify.com/v1/tracks/53FPm98nq43lOlzJXpSHRc,https://api.spotify.com/v1/audio-analysis/53FPm98nq43lOlzJXpSHRc,244574,4,6
0.307,0.756,11,-8.119,0,0.0493,0.0209,0.758,0.353,0.417,114.843,audio_features,34jAhU99TNRvYwwOEoINl3,spotify:track:34jAhU99TNRvYwwOEoINl3,https://api.spotify.com/v1/tracks/34jAhU99TNRvYwwOEoINl3,https://api.spotify.com/v1/audio-analysis/34jAhU99TNRvYwwOEoINl3,404267,4,1
0.444,0.961,4,-4.453,1,0.0394,0.0039,0.000694,0.847,0.742,134.375,audio_features,2INbmlKUOBObsPSANvzKlq,spotify:track:2INbmlKUOBObsPSANvzKlq,https://api.spotify.com/v1/tracks/2INbmlKUOBObsPSANvzKlq,https://api.spotify.com/v1/audio-analysis/2INbmlKUOBObsPSANvzKlq,213520,4,9
0.218,0.0675,0,-26.494,1,0.0346,0.992,0.946,0.0757,0.0921,88.296,audio_features,2IN7iEnthYMvNaLOI0YnCr,spotify:track:2IN7iEnthYMvNaLOI0YnCr,https://api.spotify.com/v1/tracks/2IN7iEnthYMvNaLOI0YnCr,https://api.spotify.com/v1/audio-analysis/2IN7iEnthYMvNaLOI0YnCr,112067,4,5
0.0931,0.153,1,-20.136,1,0.0529,0.797,0.881,0.144,0.0394,88.069,audio_features,2cHmYju6hSMsLZjNOlxU91,spotify:track:2cHmYju6hSMsLZjNOlxU91,https://api.spotify.com/v1/tracks/2cHmYju6hSMsLZjNOlxU91,https://api.spotify.com/v1/audio-analysis/2cHmYju6hSMsLZjNOlxU91,363213,4,5
0.727,0.677,11,-8.733,0,0.042,0.188,0.39,0.225,0.846,102.683,audio_features,2LUJUQaNwWvGd2I8QGMuf4,spotify:track:2LUJUQaNwWvGd2I8QGMuf4,https://api.spotify.com/v1/tracks/2LUJUQaNwWvGd2I8QGMuf4,https://api.spotify.com/v1/audio-analysis/2LUJUQaNwWvGd2I8QGMuf4,198960,4,2
0.919,0.44,1,-11.588,1,0.0689,0.173,0.00392,0.0681,0.369,114.972,audio_features,4Ri84aoor16uSkNtpAvPgQ,spotify:track:4Ri84aoor16uSkNtpAvPgQ,https://api.spotify.com/v1/tracks/4Ri84aoor16uSkNtpAvPgQ,https://api.spotify.com/v1/audio-analysis/4Ri84aoor16uSkNtpAvPgQ,303572,4,6
0.401,0.565,5,-9.638,1,0.0374,0.261,0.847,0.114,0.692,145.348,audio_features,3eDqNgWGJqYQ5z1YyHaqHX,spotify:track:3eDqNgWGJqYQ5z1YyHaqHX,https://api.spotify.com/v1/tracks/3eDqNgWGJqYQ5z1YyHaqHX,https://api.spotify.com/v1/audio-analysis/3eDqNgWGJqYQ5z1YyHaqHX,138213,5,1
0.175,0.4,4,-8.269,1,0.0386,0.00019,0.955,0.118,0.264,116.944,audio_features,5vEtHBj99qbl04uiqt44Ed,spotify:track:5vEtHBj99qbl04uiqt44Ed,https://api.spotify.com/v1/tracks/5vEtHBj99qbl04uiqt44Ed,https://api.spotify.com/v1/audio-analysis/5vEtHBj99qbl04uiqt44Ed,479933,4,1
0.779,0.612,8,-10.079,1,0.284,0.0635,0.0,0.107,0.619,104.446,audio_features,7qvGaSMDqimo9UjyO0IeDw,spotify:track:7qvGaSMDqimo9UjyO0IeDw,https://api.spotify.com/v1/tracks/7qvGaSMDqimo9UjyO0IeDw,https://api.spotify.com/v1/audio-analysis/7qvGaSMDqimo9UjyO0IeDw,105247,5,4
0.29,0.534,0,-15.175,1,0.058,0.231,0.927,0.233,0.212,94.701,audio_features,06TCAFbUQEjTY59eJcmUAA,spotify:track:06TCAFbUQEjTY59eJcmUAA,https://api.spotify.com/v1/tracks/06TCAFbUQEjTY59eJcmUAA,https://api.spotify.com/v1/audio-analysis/06TCAFbUQEjTY59eJcmUAA,596489,4,1
0.611,0.447,7,-8.695,1,0.026,0.767,0.00737,0.196,0.153,101.037,audio_features,6jZoxQoJrcuZ0LiBAcxuNy,spotify:track:6jZoxQoJrcuZ0LiBAcxuNy,https://api.spotify.com/v1/tracks/6jZoxQoJrcuZ0LiBAcxuNy,https://api.spotify.com/v1/audio-analysis/6jZoxQoJrcuZ0LiBAcxuNy,216370,4,7
0.577,0.325,11,-9.249,1,0.0309,0.726,0.48,0.112,0.482,136.971,audio_features,6NN0j4zpanfhx4zo3FvLyb,spotify:track:6NN0j4zpanfhx4zo3FvLyb,https://api.spotify.com/v1/tracks/6NN0j4zpanfhx4zo3FvLyb,https://api.spotify.com/v1/audio-analysis/6NN0j4zpanfhx4zo3FvLyb,111987,3,7
