danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,clusters_id
0.732,0.708,9,-7.905,0,0.262,0.534,0.0,0.237,0.717,175.924,audio_features,6G4U9avyBNEfP0fAIduev3,spotify:track:6G4U9avyBNEfP0fAIduev3,https://api.spotify.com/v1/tracks/6G4U9avyBNEfP0fAIduev3,https://api.spotify.com/v1/audio-analysis/6G4U9avyBNEfP0fAIduev3,267787,4,4
0.371,0.916,7,-8.18,1,0.0482,0.219,0.84,0.102,0.345,78.135,audio_features,06L4HFpWVk6SYFSXXeR6JA,spotify:track:06L4HFpWVk6SYFSXXeR6JA,https://api.spotify.com/v1/tracks/06L4HFpWVk6SYFSXXeR6JA,https://api.spotify.com/v1/audio-analysis/06L4HFpWVk6SYFSXXeR6JA,232980,4,1
0.568,0.719,8,-5.406,1,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,audio_features,4prEPl61C8qZpeo3IkYSMl,spotify:track:4prEPl61C8qZpeo3IkYSMl,https://api.spotify.com/v1/tracks/4prEPl61C8qZpeo3IkYSMl,https://api.spotify.com/v1/audio-analysis/4prEPl61C8qZpeo3IkYSMl,174760,4,6
0.618,0.454,0,-9.328,0,0.0348,0.587,4.78e-05,0.136,0.42,79.934,audio_features,2CtJDDZiXVryDNAlsGyK5W,spotify:track:2CtJDDZiXVryDNAlsGyK5W,https://api.spotify.com/v1/tracks/2CtJDDZiXVryDNAlsGyK5W,https://api.spotify.com/v1/audio-analysis/2CtJDDZiXVryDNAlsGyK5W,201720,4,7
0.701,0.64,0,-7.731,1,0.0384,0.000898,0.644,0.122,0.667,129.069,audio_features,5rWeWgWECxkTXlaXNAHIQe,spotify:track:5rWeWgWECxkTXlaXNAHIQe,https://api.spotify.com/v1/tracks/5rWeWgWECxkTXlaXNAHIQe,https://api.spotify.com/v1/audio-analysis/5rWeWgWECxkTXlaXNAHIQe,216467,4,6
0.44,0.63,8,-9.859,0,0.0355,0.196,0.000653,0.136,0.0753,153.438,audio_features,5UDjIqmmrDnvbCEQV7cxJ8,spotify:track:5UDjIqmmrDnvbCEQV7cxJ8,https://api.spotify.com/v1/tracks/5UDjIqmmrDnvbCEQV7cxJ8,https://api.spotify.com/v1/audio-analysis/5UDjIqmmrDnvbCEQV7cxJ8,288320,4,0
0.458,0.7,0,-6.289,1,0.0358,0.0701,0.00139,0.148,0.251,120.049,audio_features,2wQAEmgV0jsrmCHFpQgIS3,spotify:track:2wQAEmgV0jsrmCHFpQgIS3,https://api.spotify.com/v1/tracks/2wQAEmgV0jsrmCHFpQgIS3,https://api.spotify.com/v1/audio-analysis/2wQAEmgV0jsrmCHFpQgIS3,237221,4,0
0.435,0.392,0,-10.926,1,0.0284,0.204,0.211,0.256,0.292,123.539,audio_features,2LjupdEQdaEJt11AtFpQan,spotify:track:2LjupdEQdaEJt11AtFpQan,https://api.spotify.com/v1/tracks/2LjupdEQdaEJt11AtFpQan,https://api.spotify.com/v1/audio-analysis/2LjupdEQdaEJt11AtFpQan,256647,4,7
0.362,0.6,2,-12.285,1,0.0463,0.00183,0.0426,0.0814,0.658,148.462,audio_features,2FZ0yrA5aPClG5ZPBlV7n4,spotify:track:2FZ0yrA5aPClG5ZPBlV7n4,https://api.spotify.com/v1/tracks/2FZ0yrA5aPClG5ZPBlV7n4,https://api.spotify.com/v1/audio-analysis/2FZ0yrA5aPClG5ZPBlV7n4,304787,4,0
0.195,0.95,11,-1.791,0,0.0811,1.19e-05,0.0,0.219,0.256,99.17,audio_features,7DXgPCEIj0l3FV1DYgRfia,spotify:track:7DXgPCEIj0l3FV1DYgRfia,https://api.spotify.com/v1/tracks/7DXgPCEIj0l3FV1DYgRfia,https://api.spotify.com/v1/audio-analysis/7DXgPCEIj0l3FV1DYgRfia,199267,4,0
0.607,0.452,0,-5.741,1,0.0311,0.153,0.0,0.202,0.482,142.149,audio_features,0ysrkmNrfdrD5HKivpXp7Y,spotify:track:0ysrkmNrfdrD5HKivpXp7Y,https://api.spotify.com/v1/tracks/0ysrkmNrfdrD5HKivpXp7Y,https://api.spotify.com/v1/audio-analysis/0ysrkmNrfdrD5HKivpXp7Y,221120,4,6
0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,audio_features,1oHClQEgDmmbcEx12Kc5nZ,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,https://api.spotify.com/v1/tracks/1oHClQEgDmmbcEx12Kc5nZ,https://api.spotify.com/v1/audio-analysis/1oHClQEgDmmbcEx12Kc5nZ,189693,4,6
0.557,0.0276,9,-17.016,0,0.0557,0.984,0.0538,0.108,0.234,107.198,audio_features,0otjmNeaTEC1af21hx7WuW,spotify:track:0otjmNeaTEC1af21hx7WuW,https://api.spotify.com/v1/tracks/0otjmNeaTEC1af21hx7WuW,https://api.spotify.com/v1/audio-analysis/0otjmNeaTEC1af21hx7WuW,232160,4,7
0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,audio_features,15VRO9CQwMpbqUYA7e6Hwg,spotify:track:15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/tracks/15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/audio-analysis/15VRO9CQwMpbqUYA7e6Hwg,261093,4,2
0.393,0.248,9,-10.942,1,0.0363,0.794,1.88e-06,0.0953,0.203,80.755,audio_features,1XeCCcv0C9vD6Z8P9E8uhG,spotify:track:1XeCCcv0C9vD6Z8P9E8uhG,https://api.spotify.com/v1/tracks/1XeCCcv0C9vD6Z8P9E8uhG,https://api.spotify.com/v1/audio-analysis/1XeCCcv0C9vD6Z8P9E8uhG,177307,4,7
0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400,4,9
0.256,0.929,7,-6.667,1,0.113,0.00311,0.201,0.11,0.278,113.47,audio_features,0dqGfCMAGyDgpUAgLNOjWd,spotify:track:0dqGfCMAGyDgpUAgLNOjWd,https://api.spotify.com/v1/tracks/0dqGfCMAGyDgpUAgLNOjWd,https://api.spotify.com/v1/audio-analysis/0dqGfCMAGyDgpUAgLNOjWd,417227,4,0
0.706,0.914,4,-3.264,1,0.0355,0.0308,3.87e-06,0.0952,0.93,129.988,audio_features,52DWZhGa49WzpSSy62rHpa,spotify:track:52DWZhGa49WzpSSy62rHpa,https://api.spotify.com/v1/tracks/52DWZhGa49WzpSSy62rHpa,https://api.spotify.com/v1/audio-analysis/52DWZhGa49WzpSSy62rHpa,234787,4,6
0.713,0.769,0,-5.12,1,0.0379,0.000812,0.0137,0.116,0.773,119.894,audio_features,3YAVUsXqn7SPLsp8gVkjP5,spotify:track:3YAVUsXqn7SPLsp8gVkjP5,https://api.spotify.com/v1/tracks/3YAVUsXqn7SPLsp8gVkjP5,https://api.spotify.com/v1/audio-analysis/3YAVUsXqn7SPLsp8gVkjP5,245213,4,6
0.815,0.596,0,-5.684,1,0.212,0.198,0.0,0.325,0.907,93.038,audio_features,0ecor3g04uErdVjzEvozKE,spotify:track:0ecor3g04uErdVjzEvozKE,https://api.spotify.com/v1/tracks/0ecor3g04uErdVjzEvozKE,https://api.spotify.com/v1/audio-analysis/0ecor3g04uErdVjzEvozKE,252293,4,6
0.658,0.707,8,-9.095,1,0.0262,0.00281,0.785,0.23,0.379,117.927,audio_features,65KrPjUkVnvUUfQaDGn6n7,spotify:track:65KrPjUkVnvUUfQaDGn6n7,https://api.spotify.com/v1/tracks/65KrPjUkVnvUUfQaDGn6n7,https://api.spotify.com/v1/audio-analysis/65KrPjUkVnvUUfQaDGn6n7,340721,4,1
0.715,0.941,9,-5.488,0,0.0502,7.64e-05,0.605,0.66,0.137,127.996,audio_features,7qsvQRnrKBTH948NgeyMfl,spotify:track:7qsvQRnrKBTH948NgeyMfl,https://api.spotify.com/v1/tracks/7qsvQRnrKBTH948NgeyMfl,https://api.spotify.com/v1/audio-analysis/7qsvQRnrKBTH948NgeyMfl,367505,4,9
0.933,0.505,7,-6.994,1,0.103,0.0055,0.0124,0.0471,0.686,120.005,audio_features,7KznlkE5Vo2WNPSaBVjV8w,spotify:track:7KznlkE5Vo2WNPSaBVjV8w,https://api.spotify.com/v1/tracks/7KznlkE5Vo2WNPSaBVjV8w,https://api.spotify.com/v1/audio-analysis/7KznlkE5Vo2WNPSaBVjV8w,196499,4,6
0.322,0.169,10,-17.224,0,0.0313,0.98,0.924,0.101,0.264,98.092,audio_features,4iLKAdJtlTGdZGkHIdYEB0,spotify:track:4iLKAdJtlTGdZGkHIdYEB0,https://api.spotify.com/v1/tracks/4iLKAdJtlTGdZGkHIdYEB0,https://api.spotify.com/v1/audio-analysis/4iLKAdJtlTGdZGkHIdYEB0,184507,3,5
0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059,audio_features,5JWPUEov2wlX7c0jhYZpeB,spotify:track:5JWPUEov2wlX7c0jhYZpeB,https://api.spotify.com/v1/tracks/5JWPUEov2wlX7c0jhYZpeB,https://api.spotify.com/v1/audio-analysis/5JWPUEov2wlX7c0jhYZpeB,249587,3,0
0.609,0.668,0,-5.738,1,0.026,0.195,0.0,0.219,0.319,105.419,audio_features,7qSd3WHSPUtmt6c36pwJaY,spotify:track:7qSd3WHSPUtmt6c36pwJaY,https://api.spotify.com/v1/tracks/7qSd3WHSPUtmt6c36pwJaY,https://api.spotify.com/v1/audio-analysis/7qSd3WHSPUtmt6c36pwJaY,230680,4,6
0.673,0.841,7,-3.564,1,0.0557,0.0683,0.0,0.0965,0.94,97.027,audio_features,129lYDVKnWtlJc2PZJviuA,spotify:track:129lYDVKnWtlJc2PZJviuA,https://api.spotify.com/v1/tracks/129lYDVKnWtlJc2PZJviuA,https://api.spotify.com/v1/audio-analysis/129lYDVKnWtlJc2PZJviuA,205373,4,6
0.643,0.312,1,-7.155,1,0.0351,0.836,0.0,0.106,0.094,94.093,audio_features,61paDgouceUmuVTsoUO5TD,spotify:track:61paDgouceUmuVTsoUO5TD,https://api.spotify.com/v1/tracks/61paDgouceUmuVTsoUO5TD,https://api.spotify.com/v1/audio-analysis/61paDgouceUmuVTsoUO5TD,235307,3,7
0.206,0.058,10,-20.467,1,0.0441,0.99,0.000573,0.09,0.0479,176.377,audio_features,3eLlW0GegkXy3o92t51xaJ,spotify:track:3eLlW0GegkXy3o92t51xaJ,https://api.spotify.com/v1/tracks/3eLlW0GegkXy3o92t51xaJ,https://api.spotify.com/v1/audio-analysis/3eLlW0GegkXy3o92t51xaJ,379053,3,5
0.659,0.433,7,-9.426,0,0.19,0.368,0.000312,0.13,0.572,80.115,audio_features,2PdzWeJ60trFw55mfvh2Uc,spotify:track:2PdzWeJ60trFw55mfvh2Uc,https://api.spotify.com/v1/tracks/2PdzWeJ60trFw55mfvh2Uc,https://api.spotify.com/v1/audio-analysis/2PdzWeJ60trFw55mfvh2Uc,283760,4,2
0.779,0.821,10,-4.987,0,0.0273,0.0758,0.000401,0.133,0.857,96.0,audio_features,4ZAGKSnnEvEtX5gnj75z1r,spotify:track:4ZAGKSnnEvEtX5gnj75z1r,https://api.spotify.com/v1/tracks/4ZAGKSnnEvEtX5gnj75z1r,https://api.spotify.com/v1/audio-analysis/4ZAGKSnnEvEtX5gnj75z1r,250387,4,2
0.407,0.694,9,-5.258,1,0.0527,0.0092,6.36e-05,0.422,0.806,112.039,audio_features,5Y3T9zncw2XDAcn9pFliKT,spotify:track:5Y3T9zncw2XDAcn9pFliKT,https://api.spotify.com/v1/tracks/5Y3T9zncw2XDAcn9pFliKT,https://api.spotify.com/v1/audio-analysis/5Y3T9zncw2XDAcn9pFliKT,214091,4,6
0.483,0.968,5,-5.787,0,0.0493,0.00684,0.728,0.0997,0.419,127.026,audio_features,3REMLOvLYY2a0qpFZ68Jby,spotify:track:3REMLOvLYY2a0qpFZ68Jby,https://api.spotify.com/v1/tracks/3REMLOvLYY2a0qpFZ68Jby,https://api.spotify.com/v1/audio-analysis/3REMLOvLYY2a0qpFZ68Jby,341974,4,1
0.352,0.181,9,-13.463,1,0.0688,0.882,2.84e-05,0.109,0.338,73.207,audio_features,0ZlwJzBaD9JWUa86c8FpHV,spotify:track:0ZlwJzBaD9JWUa86c8FpHV,https://api.spotify.com/v1/tracks/0ZlwJzBaD9JWUa86c8FpHV,https://api.spotify.com/v1/audio-analysis/0ZlwJzBaD9JWUa86c8FpHV,241867,3,7
0.884,0.414,6,-14.091,0,0.405,0.73,0.0,0.0763,0.465,103.963,audio_features,6mYFzHgF7nO0CpHyeLUmDJ,spotify:track:6mYFzHgF7nO0CpHyeLUmDJ,https://api.spotify.com/v1/tracks/6mYFzHgF7nO0CpHyeLUmDJ,https://api.spotify.com/v1/audio-analysis/6mYFzHgF7nO0CpHyeLUmDJ,183880,4,4
0.409,0.761,7,-8.785,0,0.0353,0.583,0.932,0.177,0.811,97.81,audio_features,0ImMKMmuj0mNx4wpXpBqwC,spotify:track:0ImMKMmuj0mNx4wpXpBqwC,https://api.spotify.com/v1/tracks/0ImMKMmuj0mNx4wpXpBqwC,https://api.spotify.com/v1/audio-analysis/0ImMKMmuj0mNx4wpXpBqwC,390000,4,1
0.652,0.752,2,-9.521,1,0.0472,0.476,0.863,0.0766,0.964,80.97,audio_features,5Zz4IYM3lm5HvZ26gDLRIY,spotify:track:5Zz4IYM3lm5HvZ26gDLRIY,https://api.spotify.com/v1/tracks/5Zz4IYM3lm5HvZ26gDLRIY,https://api.spotify.com/v1/audio-analysis/5Zz4IYM3lm5HvZ26gDLRIY,341733,4,6
0.452,0.109,2,-19.965,0,0.0471,0.977,0.879,0.088,0.139,126.29,audio_features,60p18YXhrzLNrAaUXL8Bu6,spotify:track:60p18YXhrzLNrAaUXL8Bu6,https://api.spotify.com/v1/tracks/60p18YXhrzLNrAaUXL8Bu6,https://api.spotify.com/v1/audio-analysis/60p18YXhrzLNrAaUXL8Bu6,325787,4,5
0.555,0.622,9,-12.245,1,0.031,0.00208,0.162,0.147,0.734,156.415,audio_features,66bDHVBJvlO9jEhjiUqWYn,spotify:track:66bDHVBJvlO9jEhjiUqWYn,https://api.spotify.com/v1/tracks/66bDHVBJvlO9jEhjiUqWYn,https://api.spotify.com/v1/audio-analysis/66bDHVBJvlO9jEhjiUqWYn,354747,4,6
0.461,0.714,11,-9.159,0,0.313,0.504,0.0171,0.684,0.454,94.372,audio_features,3qebSLgUwaEqbwCM5sj5Kh,spotify:track:3qebSLgUwaEqbwCM5sj5Kh,https://api.spotify.com/v1/tracks/3qebSLgUwaEqbwCM5sj5Kh,https://api.spotify.com/v1/audio-analysis/3qebSLgUwaEqbwCM5sj5Kh,168920,4,4
0.553,0.936,8,-6.761,0,0.0441,0.0826,0.154,0.433,0.647,110.896,audio_features,5zdpwWgtKqaycoQ070tWEZ,spotify:track:5zdpwWgtKqaycoQ070tWEZ,https://api.spotify.com/v1/tracks/5zdpwWgtKqaycoQ070tWEZ,https://api.spotify.com/v1/audio-analysis/5zdpwWgtKqaycoQ070tWEZ,380627,4,2
0.302,0.0917,11,-22.605,1,0.039,0.993,0.882,0.116,0.0411,135.85,audio_features,5eEa84or3ultBsc49m49sF,spotify:track:5eEa84or3ultBsc49m49sF,https://api.spotify.com/v1/tracks/5eEa84or3ultBsc49m49sF,https://api.spotify.com/v1/audio-analysis/5eEa84or3ultBsc49m49sF,753173,4,5
0.623,0.633,9,-8.212,1,0.0304,0.336,4.6e-05,0.147,0.895,121.119,audio_features,1Q5kgpp4pmyGqPwNBzkSrw,spotify:track:1Q5kgpp4pmyGqPwNBzkSrw,https://api.spotify.com/v1/tracks/1Q5kgpp4pmyGqPwNBzkSrw,https://api.spotify.com/v1/audio-analysis/1Q5kgpp4pmyGqPwNBzkSrw,243827,4,6
0.933,0.515,7,-7.193,1,0.261,0.277,1.51e-05,0.194,0.638,134.037,audio_features,792f31Ne6XgGtXPeN8zwiO,spotify:track:792f31Ne6XgGtXPeN8zwiO,https://api.spotify.com/v1/tracks/792f31Ne6XgGtXPeN8zwiO,https://api.spotify.com/v1/audio-analysis/792f31Ne6XgGtXPeN8zwiO,270693,4,4
0.846,0.331,0,-10.88,1,0.0538,0.211,0.0201,0.109,0.349,117.987,audio_features,7v7teR4FtyiZzkc1tX2a4V,spotify:track:7v7teR4FtyiZzkc1tX2a4V,https://api.spotify.com/v1/tracks/7v7teR4FtyiZzkc1tX2a4V,https://api.spotify.com/v1/audio-analysis/7v7teR4FtyiZzkc1tX2a4V,213177,4,6
0.324,0.592,5,-10.29,1,0.042,0.72,0.878,0.109,0.504,176.055,audio_features,35HTeZ3Eum8E1GHERCR0jl,spotify:track:35HTeZ3Eum8E1GHERCR0jl,https://api.spotify.com/v1/tracks/35HTeZ3Eum8E1GHERCR0jl,https://api.spotify.com/v1/audio-analysis/35HTeZ3Eum8E1GHERCR0jl,397813,4,1
0.169,0.671,1,-5.965,1,0.0445,1.94e-06,0.873,0.127,0.178,123.369,audio_features,31M6kB16yl4F2Y82M7HrWa,spotify:track:31M6kB16yl4F2Y82M7HrWa,https://api.spotify.com/v1/tracks/31M6kB16yl4F2Y82M7HrWa,https://api.spotify.com/v1/audio-analysis/31M6kB16yl4F2Y82M7HrWa,389467,4,1
0.576,0.719,8,-5.749,1,0.0583,0.0301,4.78e-06,0.116,0.729,73.122,audio_features,4CZgaNdobtnTfBevPBje0c,spotify:track:4CZgaNdobtnTfBevPBje0c,https://api.spotify.com/v1/tracks/4CZgaNdobtnTfBevPBje0c,https://api.spotify.com/v1/audio-analysis/4CZgaNdobtnTfBevPBje0c,195079,4,6
0.388,0.51,11,-10.756,0,0.0781,0.677,0.91,0.106,0.282,185.678,audio_features,0EA8PjaswrWU9nugEbqROb,spotify:track:0EA8PjaswrWU9nugEbqROb,https://api.spotify.com/v1/tracks/0EA8PjaswrWU9nugEbqROb,https://api.spotify.com/v1/audio-analysis/0EA8PjaswrWU9nugEbqROb,2224885,4,8
0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,audio_features,4a6q8CR2hzLk2plDkSxkfD,spotify:track:4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/tracks/4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/audio-analysis/4a6q8CR2hzLk2plDkSxkfD,165714,4,6
0.642,0.525,6,-7.555,0,0.0304,0.255,0.0301,0.169,0.39,80.957,audio_features,1z0e0AqSCwkVQw3ijJg4wE,spotify:track:1z0e0AqSCwkVQw3ijJg4wE,https://api.spotify.com/v1/tracks/1z0e0AqSCwkVQw3ijJg4wE,https://api.spotify.com/v1/audio-analysis/1z0e0AqSCwkVQw3ijJg4wE,322000,4,2
0.646,0.899,6,-2.232,1,0.298,0.0337,0.0,0.232,0.685,164.119,audio_features,3kCwyvhvVTyehIzYN2I0nF,spotify:track:3kCwyvhvVTyehIzYN2I0nF,https://api.spotify.com/v1/tracks/3kCwyvhvVTyehIzYN2I0nF,https://api.spotify.com/v1/audio-analysis/3kCwyvhvVTyehIzYN2I0nF,219507,4,4
0.141,0.938,1,-6.452,1,0.0941,4.91e-06,0.202,0.195,0.211,183.224,audio_features,6950ik0V6HCWgnLIFKe8FX,spotify:track:6950ik0V6HCWgnLIFKe8FX,https://api.spotify.com/v1/tracks/6950ik0V6HCWgnLIFKe8FX,https://api.spotify.com/v1/audio-analysis/6950ik0V6HCWgnLIFKe8FX,213293,4,0
0.0,0.00342,8,-28.46,1,0.0,0.791,1.0,0.111,0.0,0.0,audio_features,2bRKxuH1o7pTmb1y4GfdEc,spotify:track:2bRKxuH1o7pTmb1y4GfdEc,https://api.spotify.com/v1/tracks/2bRKxuH1o7pTmb1y4GfdEc,https://api.spotify.com/v1/audio-analysis/2bRKxuH1o7pTmb1y4GfdEc,90228,0,3
0.267,0.671,5,-7.422,1,0.0436,3.14e-05,0.641,0.128,0.38,162.124,audio_features,7dhHLdy6unRxuMbwIIuPJ6,spotify:track:7dhHLdy6unRxuMbwIIuPJ6,https://api.spotify.com/v1/tracks/7dhHLdy6unRxuMbwIIuPJ6,https://api.spotify.com/v1/audio-analysis/7dhHLdy6unRxuMbwIIuPJ6,346093,4,1
0.381,0.897,2,-5.784,1,0.0924,0.000328,0.288,0.0592,0.554,146.056,audio_features,52tGZbGFCfWAxkkmroPaqA,spotify:track:52tGZbGFCfWAxkkmroPaqA,https://api.spotify.com/v1/tracks/52tGZbGFCfWAxkkmroPaqA,https://api.spotify.com/v1/audio-analysis/52tGZbGFCfWAxkkmroPaqA,187053,3,0
0.164,0.805,4,-5.281,0,0.0433,0.00935,0.923,0.225,0.183,145.15,audio_features,3Y1OWenQKI4pzCB3wCqIEp,spotify:track:3Y1OWenQKI4pzCB3wCqIEp,https://api.spotify.com/v1/tracks/3Y1OWenQKI4pzCB3wCqIEp,https://api.spotify.com/v1/audio-analysis/3Y1OWenQKI4pzCB3wCqIEp,257572,1,3
0.504,0.247,0,-13.02,1,0.0342,0.71,0.0,0.157,0.434,116.124,audio_features,6fiFNYu2041YiEqSijti88,spotify:track:6fiFNYu2041YiEqSijti88,https://api.spotify.com/v1/tracks/6fiFNYu2041YiEqSijti88,https://api.spotify.com/v1/audio-analysis/6fiFNYu2041YiEqSijti88,173067,4,7
0.196,0.936,3,-4.41,0,0.103,7.26e-05,0.000213,0.248,0.193,155.264,audio_features,0WWOV7AJs0Q68ezeSQOKEK,spotify:track:0WWOV7AJs0Q68ezeSQOKEK,https://api.spotify.com/v1/tracks/0WWOV7AJs0Q68ezeSQOKEK,https://api.spotify.com/v1/audio-analysis/0WWOV7AJs0Q68ezeSQOKEK,314547,4,0
0.476,0.556,4,-10.586,0,0.0646,0.0838,1.59e-05,0.125,0.43,103.122,audio_features,2GnVuaoKSkB6Xa07l1BBg8,spotify:track:2GnVuaoKSkB6Xa07l1BBg8,https://api.spotify.com/v1/tracks/2GnVuaoKSkB6Xa07l1BBg8,https://api.spotify.com/v1/audio-analysis/2GnVuaoKSkB6Xa07l1BBg8,364493,4,2
0.22,0.872,7,-6.687,1,0.0606,6.61e-06,0.000742,0.166,0.323,105.666,audio_features,77WhFapmibhFMTRggcb26H,spotify:track:77WhFapmibhFMTRggcb26H,https://api.spotify.com/v1/tracks/77WhFapmibhFMTRggcb26H,https://api.spotify.com/v1/audio-analysis/77WhFapmibhFMTRggcb26H,287147,4,0
0.581,0.622,9,-8.62,1,0.0351,0.79,2.82e-06,0.0905,0.96,89.505,audio_features,1yRWg7SqdtdYbztzp1e9Nk,spotify:track:1yRWg7SqdtdYbztzp1e9Nk,https://api.spotify.com/v1/tracks/1yRWg7SqdtdYbztzp1e9Nk,https://api.spotify.com/v1/audio-analysis/1yRWg7SqdtdYbztzp1e9Nk,199645,3,6
0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,audio_features,27QvYgBk0CHOVHthWnkuWt,spotify:track:27QvYgBk0CHOVHthWnkuWt,https://api.spotify.com/v1/tracks/27QvYgBk0CHOVHthWnkuWt,https://api.spotify.com/v1/audio-analysis/27QvYgBk0CHOVHthWnkuWt,316813,4,6
0.512,0.187,10,-10.382,0,0.039,0.968,4.23e-05,0.122,0.217,135.616,audio_features,32VrJHIib7MMDa3a4edgmn,spotify:track:32VrJHIib7MMDa3a4edgmn,https://api.spotify.com/v1/tracks/32VrJHIib7MMDa3a4edgmn,https://api.spotify.com/v1/audio-analysis/32VrJHIib7MMDa3a4edgmn,282253,4,7
0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,audio_features,1Ic9pKxGSJGM0LKeqf6lGe,spotify:track:1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/tracks/1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/audio-analysis/1Ic9pKxGSJGM0LKeqf6lGe,233173,4,0
0.343,0.404,2,-8.748,1,0.0402,0.426,0.0,0.0991,0.123,139.579,audio_features,3GeU6SjrKEjCRpXCCFthaG,spotify:track:3GeU6SjrKEjCRpXCCFthaG,https://api.spotify.com/v1/tracks/3GeU6SjrKEjCRpXCCFthaG,https://api.spotify.com/v1/audio-analysis/3GeU6SjrKEjCRpXCCFthaG,282800,4,7
0.0797,0.00519,7,-45.242,0,0.0435,0.988,0.962,0.0952,0.0382,82.139,audio_features,2SiunxdR9ZuY676ZpuhTRb,spotify:track:2SiunxdR9ZuY676ZpuhTRb,https://api.spotify.com/v1/tracks/2SiunxdR9ZuY676ZpuhTRb,https://api.spotify.com/v1/audio-analysis/2SiunxdR9ZuY676ZpuhTRb,238033,1,3
0.511,0.972,10,-3.751,1,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,audio_features,3ZpWy5rBZv2aLQAldnmTsP,spotify:track:3ZpWy5rBZv2aLQAldnmTsP,https://api.spotify.com/v1/tracks/3ZpWy5rBZv2aLQAldnmTsP,https://api.spotify.com/v1/audio-analysis/3ZpWy5rBZv2aLQAldnmTsP,304893,4,0
0.505,0.822,1,-5.528,0,0.077,0.0459,0.0,0.066,0.233,119.37,audio_features,3HoYNJMxEgTLKiMXjXeHjs,spotify:track:3HoYNJMxEgTLKiMXjXeHjs,https://api.spotify.com/v1/tracks/3HoYNJMxEgTLKiMXjXeHjs,https://api.spotify.com/v1/audio-analysis/3HoYNJMxEgTLKiMXjXeHjs,227453,4,2
0.63,0.726,2,-7.709,0,0.284,0.109,0.0,0.348,0.524,185.919,audio_features,1u8Z3BWdIJXocW2tKlwlIJ,spotify:track:1u8Z3BWdIJXocW2tKlwlIJ,https://api.spotify.com/v1/tracks/1u8Z3BWdIJXocW2tKlwlIJ,https://api.spotify.com/v1/audio-analysis/1u8Z3BWdIJXocW2tKlwlIJ,207468,4,4
0.462,0.731,0,-6.404,1,0.32,0.175,0.0,0.134,0.0892,187.775,audio_features,3fTvFZyr41XvhCtk4ohywa,spotify:track:3fTvFZyr41XvhCtk4ohywa,https://api.spotify.com/v1/tracks/3fTvFZyr41XvhCtk4ohywa,https://api.spotify.com/v1/audio-analysis/3fTvFZyr41XvhCtk4ohywa,221387,3,4
0.702,0.827,7,-8.882,1,0.068,0.00833,0.86,0.0884,0.857,121.004,audio_features,4c0MBMraTqhHafXnATV1st,spotify:track:4c0MBMraTqhHafXnATV1st,https://api.spotify.com/v1/tracks/4c0MBMraTqhHafXnATV1st,https://api.spotify.com/v1/audio-analysis/4c0MBMraTqhHafXnATV1st,351147,4,6
0.532,0.268,1,-16.834,1,0.0419,0.879,0.831,0.0713,0.205,79.09,audio_features,5FxWjpl32xt49OBAOiU5wf,spotify:track:5FxWjpl32xt49OBAOiU5wf,https://api.spotify.com/v1/tracks/5FxWjpl32xt49OBAOiU5wf,https://api.spotify.com/v1/audio-analysis/5FxWjpl32xt49OBAOiU5wf,141266,4,5
0.518,0.656,5,-5.617,1,0.0354,0.00482,0.0102,0.147,0.405,142.064,audio_features,7fQ9KuotUdsimvRdCQQRgH,spotify:track:7fQ9KuotUdsimvRdCQQRgH,https://api.spotify.com/v1/tracks/7fQ9KuotUdsimvRdCQQRgH,https://api.spotify.com/v1/audio-analysis/7fQ9KuotUdsimvRdCQQRgH,223640,4,0
